fire_enabled,exit_preset,num_exits,leader_proportion,num_leaders,run,seed,total_time,simulation_steps,computation_time,timeout,evacuated,evacuation_rate,remaining_agents,overall_flow_rate,leaders_evacuated,leaders_remaining,leader_evacuation_rate,leader_flow_rate,injured_total,injured_rate,injured_fire,injured_smoke,injured_pressure,exit0_usage,exit1_usage,exit2_usage,exit_balance
False,two_exits,2,0.0,0,5,1056,100.0,1000,16.065424,True,27,0.54,23,0.27,0,0,1.0,0.0,8,0.16,0,0,8,6,21,0,7.5
False,two_exits,2,0.0,0,6,1057,32.1,321,2.888301,False,50,1.0,0,1.557632398753894,0,0,1.0,0.0,0,0.0,0,0,0,25,25,0,0.0
False,two_exits,2,0.0,0,7,1058,100.0,1000,4.729297,True,46,0.92,4,0.46,0,0,1.0,0.0,3,0.06,0,0,3,24,22,0,1.0
False,two_exits,2,0.0,0,8,1059,51.800000000000004,518,3.327703,False,50,1.0,0,0.9652509652509652,0,0,1.0,0.0,0,0.0,0,0,0,27,23,0,2.0
False,two_exits,2,0.0,0,9,1060,39.6,396,2.766066,False,50,1.0,0,1.2626262626262625,0,0,1.0,0.0,0,0.0,0,0,0,27,23,0,2.0
False,two_exits,2,0.02,1,0,1061,64.2,642,3.423602,False,49,0.98,1,0.7632398753894081,1,0,1.0,0.01557632398753894,1,0.02,0,0,1,37,12,0,12.5
False,two_exits,2,0.02,1,1,1062,100.0,1000,4.822378,True,41,0.82,9,0.41,1,0,1.0,0.01,5,0.1,0,0,5,31,10,0,10.5
False,two_exits,2,0.02,1,2,1063,32.0,320,2.758026,False,50,1.0,0,1.5625,1,0,1.0,0.03125,0,0.0,0,0,0,39,11,0,14.0
False,two_exits,2,0.02,1,3,1064,35.9,359,3.043643,False,47,0.94,3,1.309192200557103,1,0,1.0,0.02785515320334262,3,0.06,0,0,3,41,6,0,17.5
False,two_exits,2,0.02,1,4,1065,42.0,420,3.461972,False,49,0.98,1,1.1666666666666667,1,0,1.0,0.023809523809523808,1,0.02,0,0,1,38,11,0,13.5
False,two_exits,2,0.02,1,5,1066,32.6,326,3.355938,False,50,1.0,0,1.5337423312883436,1,0,1.0,0.03067484662576687,0,0.0,0,0,0,42,8,0,17.0
False,two_exits,2,0.02,1,6,1067,100.0,1000,7.014822,True,40,0.8,10,0.4,1,0,1.0,0.01,6,0.12,0,0,6,33,7,0,13.0
False,two_exits,2,0.02,1,7,1068,48.800000000000004,488,2.92595,False,49,0.98,1,1.0040983606557377,1,0,1.0,0.020491803278688523,1,0.02,0,0,1,40,9,0,15.5
False,two_exits,2,0.02,1,8,1069,99.10000000000001,991,3.143223,False,50,1.0,0,0.5045408678102926,1,0,1.0,0.010090817356205851,0,0.0,0,0,0,35,15,0,10.0
False,two_exits,2,0.02,1,9,1070,35.800000000000004,358,3.52036,False,46,0.92,4,1.2849162011173183,1,0,1.0,0.027932960893854747,4,0.08,0,0,4,26,20,0,3.0
False,two_exits,2,0.06,3,0,1071,27.8,278,2.938828,False,50,1.0,0,1.7985611510791366,3,0,1.0,0.1079136690647482,0,0.0,0,0,0,34,16,0,9.0
False,two_exits,2,0.06,3,1,1072,100.0,1000,10.121644,True,35,0.7,15,0.35,3,0,1.0,0.03,7,0.14,0,0,7,27,8,0,9.5
False,two_exits,2,0.06,3,2,1073,100.0,1000,5.656039,True,44,0.88,6,0.44,2,1,0.6666666666666666,0.02,3,0.06,0,0,3,24,20,0,2.0
False,two_exits,2,0.06,3,3,1074,74.7,747,3.977194,False,50,1.0,0,0.6693440428380187,3,0,1.0,0.040160642570281124,0,0.0,0,0,0,32,18,0,7.0
False,two_exits,2,0.06,3,4,1075,32.0,320,2.938685,False,49,0.98,1,1.53125,3,0,1.0,0.09375,1,0.02,0,0,1,24,25,0,0.5
False,two_exits,2,0.06,3,5,1076,100.0,1000,5.312166,True,45,0.9,5,0.45,3,0,1.0,0.03,4,0.08,0,0,4,31,14,0,8.5
False,two_exits,2,0.06,3,6,1077,55.7,557,4.002829,False,50,1.0,0,0.8976660682226212,3,0,1.0,0.05385996409335727,0,0.0,0,0,0,23,27,0,2.0
False,two_exits,2,0.06,3,7,1078,65.60000000000001,656,5.826718,False,50,1.0,0,0.7621951219512194,3,0,1.0,0.04573170731707316,0,0.0,0,0,0,29,21,0,4.0
False,two_exits,2,0.06,3,8,1079,73.2,732,4.686404,False,48,0.96,2,0.6557377049180327,3,0,1.0,0.040983606557377046,2,0.04,0,0,2,31,17,0,7.0
False,two_exits,2,0.06,3,9,1080,42.6,426,4.789308,False,50,1.0,0,1.1737089201877935,3,0,1.0,0.07042253521126761,0,0.0,0,0,0,34,16,0,9.0
False,two_exits,2,0.1,5,0,1081,46.900000000000006,469,5.294613,False,48,0.96,2,1.0234541577825158,5,0,1.0,0.1066098081023454,2,0.04,0,0,2,31,17,0,7.0
False,two_exits,2,0.1,5,1,1082,41.900000000000006,419,4.788944,False,48,0.96,2,1.1455847255369926,5,0,1.0,0.11933174224343673,2,0.04,0,0,2,34,14,0,10.0
False,two_exits,2,0.1,5,2,1083,50.800000000000004,508,6.216263,False,50,1.0,0,0.9842519685039369,5,0,1.0,0.09842519685039369,0,0.0,0,0,0,20,30,0,5.0
False,two_exits,2,0.1,5,3,1084,38.2,382,4.599274,False,49,0.98,1,1.2827225130890052,5,0,1.0,0.13089005235602094,1,0.02,0,0,1,23,26,0,1.5
False,two_exits,2,0.1,5,4,1085,29.0,290,4.736605,False,50,1.0,0,1.7241379310344827,5,0,1.0,0.1724137931034483,0,0.0,0,0,0,29,21,0,4.0
False,two_exits,2,0.1,5,5,1086,100.0,1000,9.614703,True,46,0.92,4,0.46,5,0,1.0,0.05,3,0.06,0,0,3,25,21,0,2.0
False,two_exits,2,0.1,5,6,1087,45.300000000000004,453,6.658636,False,50,1.0,0,1.1037527593818983,5,0,1.0,0.11037527593818984,0,0.0,0,0,0,29,21,0,4.0
False,two_exits,2,0.1,5,7,1088,29.3,293,4.661846,False,50,1.0,0,1.706484641638225,5,0,1.0,0.1706484641638225,0,0.0,0,0,0,36,14,0,11.0
False,two_exits,2,0.1,5,8,1089,100.0,1000,7.068862,True,46,0.92,4,0.46,4,1,0.8,0.04,3,0.06,0,0,3,12,34,0,11.0
False,two_exits,2,0.1,5,9,1090,37.9,379,5.310293,False,50,1.0,0,1.3192612137203166,5,0,1.0,0.13192612137203166,0,0.0,0,0,0,25,25,0,0.0
False,two_exits,2,0.2,10,0,1091,100.0,1000,8.42028,True,49,0.98,1,0.49,9,1,0.9,0.09,0,0.0,0,0,0,23,26,0,1.5
False,two_exits,2,0.2,10,1,1092,37.4,374,7.106909,False,49,0.98,1,1.3101604278074868,10,0,1.0,0.26737967914438504,1,0.02,0,0,1,32,17,0,7.5
False,two_exits,2,0.2,10,2,1093,100.0,1000,7.907132,True,49,0.98,1,0.49,9,1,0.9,0.09,0,0.0,0,0,0,30,19,0,5.5
False,two_exits,2,0.2,10,3,1094,43.7,437,6.745537,False,49,0.98,1,1.1212814645308924,10,0,1.0,0.22883295194508008,1,0.02,0,0,1,27,22,0,2.5
False,two_exits,2,0.2,10,4,1095,100.0,1000,8.727902,True,44,0.88,6,0.44,9,1,0.9,0.09,3,0.06,0,0,3,20,24,0,2.0
False,two_exits,2,0.2,10,5,1096,37.800000000000004,378,5.076618,False,50,1.0,0,1.3227513227513226,10,0,1.0,0.26455026455026454,0,0.0,0,0,0,19,31,0,6.0
False,two_exits,2,0.2,10,6,1097,100.0,1000,6.717237,True,49,0.98,1,0.49,9,1,0.9,0.09,0,0.0,0,0,0,33,16,0,8.5
False,two_exits,2,0.2,10,7,1098,32.300000000000004,323,6.032418,False,49,0.98,1,1.5170278637770895,10,0,1.0,0.3095975232198142,1,0.02,0,0,1,19,30,0,5.5
False,two_exits,2,0.2,10,8,1099,81.7,817,7.61849,False,50,1.0,0,0.6119951040391677,10,0,1.0,0.12239902080783353,0,0.0,0,0,0,27,23,0,2.0
False,two_exits,2,0.2,10,9,1100,39.1,391,5.917375,False,48,0.96,2,1.227621483375959,9,1,0.9,0.23017902813299232,2,0.04,0,0,2,26,22,0,2.0
False,three_exits,3,0.0,0,0,1101,38.5,385,4.200664,False,50,1.0,0,1.2987012987012987,0,0,1.0,0.0,0,0.0,0,0,0,16,12,22,4.109609335312651
False,three_exits,3,0.0,0,1,1102,79.5,795,3.444277,False,50,1.0,0,0.6289308176100629,0,0,1.0,0.0,0,0.0,0,0,0,15,14,21,3.0912061651652345
False,three_exits,3,0.0,0,2,1103,36.0,360,2.607046,False,50,1.0,0,1.3888888888888888,0,0,1.0,0.0,0,0.0,0,0,0,15,15,20,2.3570226039551585
False,three_exits,3,0.0,0,3,1104,100.0,1000,5.668914,True,46,0.92,4,0.46,0,0,1.0,0.0,3,0.06,0,0,3,12,17,17,2.357022603955158
False,three_exits,3,0.0,0,4,1105,44.7,447,3.571915,False,50,1.0,0,1.1185682326621924,0,0,1.0,0.0,0,0.0,0,0,0,11,18,21,4.189935029992178
False,three_exits,3,0.0,0,5,1106,100.0,1000,4.591414,True,48,0.96,2,0.48,0,0,1.0,0.0,1,0.02,0,0,1,8,19,21,5.715476066494082
False,three_exits,3,0.0,0,6,1107,100.0,1000,4.85279,True,47,0.94,3,0.47,0,0,1.0,0.0,2,0.04,0,0,2,16,18,13,2.0548046676563256
False,three_exits,3,0.0,0,7,1108,57.6,576,3.770766,False,50,1.0,0,0.8680555555555556,0,0,1.0,0.0,0,0.0,0,0,0,15,21,14,3.0912061651652345
False,three_exits,3,0.0,0,8,1109,28.400000000000002,284,3.555404,False,48,0.96,2,1.6901408450704225,0,0,1.0,0.0,2,0.04,0,0,2,10,19,19,4.242640687119285
False,three_exits,3,0.0,0,9,1110,41.800000000000004,418,3.830572,False,50,1.0,0,1.1961722488038276,0,0,1.0,0.0,0,0.0,0,0,0,10,24,16,5.734883511361751
False,three_exits,3,0.02,1,0,1111,67.3,673,3.640626,False,50,1.0,0,0.7429420505200595,1,0,1.0,0.01485884101040119,0,0.0,0,0,0,22,12,16,4.109609335312651
False,three_exits,3,0.02,1,1,1112,100.0,1000,7.049777,True,44,0.88,6,0.44,1,0,1.0,0.01,3,0.06,0,0,3,18,13,13,2.357022603955158
False,three_exits,3,0.02,1,2,1113,24.400000000000002,244,3.811002,False,50,1.0,0,2.0491803278688523,1,0,1.0,0.040983606557377046,0,0.0,0,0,0,20,12,18,3.39934634239519
False,three_exits,3,0.02,1,3,1114,27.3,273,4.157096,False,48,0.96,2,1.7582417582417582,1,0,1.0,0.03663003663003663,2,0.04,0,0,2,14,7,27,8.286535263104035
False,three_exits,3,0.02,1,4,1115,89.60000000000001,896,4.607681,False,50,1.0,0,0.5580357142857142,1,0,1.0,0.011160714285714284,0,0.0,0,0,0,17,23,10,5.312459150169742
False,three_exits,3,0.02,1,5,1116,34.5,345,4.187587,False,50,1.0,0,1.4492753623188406,1,0,1.0,0.028985507246376812,0,0.0,0,0,0,23,8,19,6.342099196813483
False,three_exits,3,0.02,1,6,1117,35.0,350,3.792327,False,50,1.0,0,1.4285714285714286,1,0,1.0,0.02857142857142857,0,0.0,0,0,0,25,10,15,6.236095644623236
False,three_exits,3,0.02,1,7,1118,65.0,650,3.280739,False,50,1.0,0,0.7692307692307693,1,0,1.0,0.015384615384615385,0,0.0,0,0,0,15,16,19,1.699673171197595
False,three_exits,3,0.02,1,8,1119,27.5,275,3.224931,False,50,1.0,0,1.8181818181818181,1,0,1.0,0.03636363636363636,0,0.0,0,0,0,18,20,12,3.39934634239519
False,three_exits,3,0.02,1,9,1120,30.0,300,3.087674,False,50,1.0,0,1.6666666666666667,1,0,1.0,0.03333333333333333,0,0.0,0,0,0,22,14,14,3.7712361663282534
False,three_exits,3,0.06,3,0,1121,28.8,288,3.12861,False,49,0.98,1,1.7013888888888888,3,0,1.0,0.10416666666666666,1,0.02,0,0,1,20,13,16,2.8674417556808756
False,three_exits,3,0.06,3,1,1122,76.5,765,4.333403,False,50,1.0,0,0.6535947712418301,3,0,1.0,0.0392156862745098,0,0.0,0,0,0,14,24,12,5.2493385826745405
False,three_exits,3,0.06,3,2,1123,28.6,286,4.091307,False,50,1.0,0,1.7482517482517481,3,0,1.0,0.1048951048951049,0,0.0,0,0,0,13,17,20,2.8674417556808756
False,three_exits,3,0.06,3,3,1124,100.0,1000,6.072716,True,45,0.9,5,0.45,3,0,1.0,0.03,2,0.04,0,0,2,9,19,17,4.320493798938574
False,three_exits,3,0.06,3,4,1125,34.300000000000004,343,3.023343,False,50,1.0,0,1.4577259475218658,3,0,1.0,0.08746355685131195,0,0.0,0,0,0,14,22,14,3.7712361663282534
False,three_exits,3,0.06,3,5,1126,26.6,266,3.549558,False,50,1.0,0,1.8796992481203008,3,0,1.0,0.11278195488721804,0,0.0,0,0,0,11,11,28,8.013876853447538
False,three_exits,3,0.06,3,6,1127,28.6,286,2.733267,False,50,1.0,0,1.7482517482517481,3,0,1.0,0.1048951048951049,0,0.0,0,0,0,13,15,22,3.8586123009300755
False,three_exits,3,0.06,3,7,1128,52.5,525,3.879067,False,50,1.0,0,0.9523809523809523,3,0,1.0,0.05714285714285714,0,0.0,0,0,0,10,21,19,4.784233364802441
False,three_exits,3,0.06,3,8,1129,100.0,1000,6.234691,True,46,0.92,4,0.46,3,0,1.0,0.03,2,0.04,0,0,2,9,15,22,5.312459150169743
False,three_exits,3,0.06,3,9,1130,30.3,303,3.78764,False,50,1.0,0,1.6501650165016502,3,0,1.0,0.099009900990099,0,0.0,0,0,0,17,19,14,2.0548046676563256
False,three_exits,3,0.1,5,0,1131,41.5,415,3.961387,False,50,1.0,0,1.2048192771084338,5,0,1.0,0.12048192771084337,0,0.0,0,0,0,14,19,17,2.0548046676563256
False,three_exits,3,0.1,5,1,1132,100.0,1000,5.779328,True,45,0.9,5,0.45,4,1,0.8,0.04,3,0.06,0,0,3,12,13,20,3.559026084010437
False,three_exits,3,0.1,5,2,1133,33.800000000000004,338,3.82622,False,50,1.0,0,1.4792899408284022,5,0,1.0,0.14792899408284022,0,0.0,0,0,0,17,23,10,5.312459150169742
False,three_exits,3,0.1,5,3,1134,74.0,740,3.662975,False,50,1.0,0,0.6756756756756757,5,0,1.0,0.06756756756756757,0,0.0,0,0,0,14,23,13,4.4969125210773475
False,three_exits,3,0.1,5,4,1135,100.0,1000,5.968399,True,47,0.94,3,0.47,5,0,1.0,0.05,2,0.04,0,0,2,13,20,14,3.0912061651652345
False,three_exits,3,0.1,5,5,1136,66.60000000000001,666,4.338979,False,48,0.96,2,0.7207207207207206,5,0,1.0,0.07507507507507506,2,0.04,0,0,2,12,27,9,7.874007874011811
False,three_exits,3,0.1,5,6,1137,25.8,258,4.336837,False,50,1.0,0,1.937984496124031,5,0,1.0,0.19379844961240308,0,0.0,0,0,0,9,14,27,7.586537784494029
False,three_exits,3,0.1,5,7,1138,36.6,366,3.497718,False,50,1.0,0,1.366120218579235,5,0,1.0,0.13661202185792348,0,0.0,0,0,0,7,15,28,8.65383665716478
False,three_exits,3,0.1,5,8,1139,100.0,1000,6.790822,True,48,0.96,2,0.48,5,0,1.0,0.05,1,0.02,0,0,1,14,25,9,6.683312551921141
False,three_exits,3,0.1,5,9,1140,35.6,356,4.692761,False,49,0.98,1,1.3764044943820224,5,0,1.0,0.14044943820224717,1,0.02,0,0,1,21,14,14,3.299831645537222
False,three_exits,3,0.2,10,0,1141,40.0,400,4.432216,False,50,1.0,0,1.25,10,0,1.0,0.25,0,0.0,0,0,0,13,24,13,5.185449728701348
False,three_exits,3,0.2,10,1,1142,36.0,360,4.854829,False,50,1.0,0,1.3888888888888888,10,0,1.0,0.2777777777777778,0,0.0,0,0,0,19,14,17,2.0548046676563256
False,three_exits,3,0.2,10,2,1143,80.80000000000001,808,4.431562,False,50,1.0,0,0.6188118811881187,10,0,1.0,0.12376237623762375,0,0.0,0,0,0,20,19,11,4.0276819911981905
False,three_exits,3,0.2,10,3,1144,41.2,412,3.908137,False,50,1.0,0,1.2135922330097086,10,0,1.0,0.24271844660194172,0,0.0,0,0,0,21,13,16,3.2998316455372216
False,three_exits,3,0.2,10,4,1145,59.2,592,4.897982,False,50,1.0,0,0.8445945945945945,10,0,1.0,0.16891891891891891,0,0.0,0,0,0,17,17,16,0.4714045207910317
False,three_exits,3,0.2,10,5,1146,39.6,396,4.190425,False,50,1.0,0,1.2626262626262625,10,0,1.0,0.25252525252525254,0,0.0,0,0,0,13,23,14,4.496912521077347
False,three_exits,3,0.2,10,6,1147,35.6,356,3.638675,False,50,1.0,0,1.4044943820224718,10,0,1.0,0.28089887640449435,0,0.0,0,0,0,16,14,20,2.494438257849294
False,three_exits,3,0.2,10,7,1148,100.0,1000,6.147631,True,47,0.94,3,0.47,10,0,1.0,0.1,2,0.04,0,0,2,18,16,13,2.0548046676563256
False,three_exits,3,0.2,10,8,1149,34.2,342,4.174536,False,50,1.0,0,1.461988304093567,10,0,1.0,0.29239766081871343,0,0.0,0,0,0,12,18,20,3.39934634239519
False,three_exits,3,0.2,10,9,1150,37.300000000000004,373,4.36974,False,50,1.0,0,1.3404825737265413,10,0,1.0,0.26809651474530827,0,0.0,0,0,0,19,10,21,4.784233364802441
True,center_right,1,0.0,0,0,1151,67.3,673,11.996952,False,39,0.78,11,0.5794947994056464,0,0,1.0,0.0,11,0.22,4,3,4,39,0,0,0.0
True,center_right,1,0.0,0,1,1152,89.4,894,11.13021,False,31,0.62,19,0.3467561521252796,0,0,1.0,0.0,19,0.38,4,14,1,31,0,0,0.0
True,center_right,1,0.0,0,2,1153,80.5,805,7.37914,False,35,0.7,15,0.43478260869565216,0,0,1.0,0.0,15,0.3,5,8,2,35,0,0,0.0
True,center_right,1,0.0,0,3,1154,100.0,1000,13.621973,True,20,0.4,30,0.2,0,0,1.0,0.0,21,0.42,3,2,16,20,0,0,0.0
True,center_right,1,0.0,0,4,1155,100.0,1000,7.197781,True,34,0.68,16,0.34,0,0,1.0,0.0,15,0.3,3,7,5,34,0,0,0.0
True,center_right,1,0.0,0,5,1156,100.0,1000,7.235926,True,33,0.66,17,0.33,0,0,1.0,0.0,16,0.32,4,10,2,33,0,0,0.0
True,center_right,1,0.0,0,6,1157,100.0,1000,6.91892,True,32,0.64,18,0.32,0,0,1.0,0.0,16,0.32,3,6,7,32,0,0,0.0
